id,max_diff_first,mean_diff_first,mean_diff_prev,severity_bucket,onset_bucket,motion_soft_target
TRAIN_0305,3.174560546875,2.7804040908813477,0.06446700543165207,1,1,0.757030834466219
TRAIN_0306,7.135986328125,6.0987772941589355,0.18940168619155884,2,2,0.9217329137325287
TRAIN_0307,2.262939453125,2.2184951305389404,0.017391957342624664,1,1,0.03876722982525826
TRAIN_0308,4.23974609375,3.9754037857055664,0.05410205200314522,1,1,0.7705464852303266
TRAIN_0309,4.77490234375,4.338927745819092,0.11040463298559189,1,1,0.8203938387930394
TRAIN_0310,15.663330078125,14.204259872436523,0.27784183621406555,3,0,0.95
TRAIN_0311,28.649658203125,25.15189552307129,0.4313123822212219,3,0,0.95
TRAIN_0312,5.146728515625,4.792273044586182,0.06908445060253143,2,2,0.7987203214764595
TRAIN_0313,17.602783203125,14.564221382141113,0.23581290245056152,3,0,0.95
TRAIN_0314,4.29150390625,4.016840934753418,0.06214236095547676,1,0,0.7771839788407088
TRAIN_0315,2.356201171875,2.313176155090332,0.017913715913891792,1,1,0.039495174663762254
TRAIN_0316,1.373046875,1.3454663753509521,0.011430516839027405,0,3,0.031591925283273065
TRAIN_0317,1.2939453125,1.2688257694244385,0.01080179400742054,0,3,0.03093106313298146
TRAIN_0318,2.66552734375,2.6030354499816895,0.01964229717850685,1,0,0.04190913040935994
TRAIN_0319,12.63232421875,11.558745384216309,0.20054315030574799,3,1,0.95
TRAIN_0320,2.36376953125,2.3183977603912354,0.01839628256857395,1,1,0.03965696788579226
TRAIN_0321,1.861328125,1.8220590353012085,0.012104148976504803,0,3,0.034922934240351124
TRAIN_0322,2.02001953125,1.9706721305847168,0.01452759187668562,1,2,0.03651989839101831
TRAIN_0323,0.998779296875,0.9744420051574707,0.007963556796312332,0,3,0.02835022868216038
TRAIN_0324,6.70849609375,6.255849361419678,0.10773705691099167,2,1,0.8562316136658192
TRAIN_0325,13.44091796875,12.725118637084961,0.2070688158273697,3,1,0.95
TRAIN_0326,6.05029296875,5.724177360534668,0.09394433349370956,2,2,0.8337417463362217
TRAIN_0327,1.313232421875,1.2861629724502563,0.010885895229876041,0,3,0.031076052962491912
TRAIN_0328,2.27685546875,2.2361035346984863,0.017547912895679474,1,1,0.03889407355586688
TRAIN_0329,15.325439453125,12.486473083496094,0.22836457192897797,3,0,0.95
TRAIN_0330,1.638427734375,1.6113264560699463,0.012801460921764374,0,3,0.03363678782184919
TRAIN_0331,3.9833984375,3.8196804523468018,0.06642584502696991,1,0,0.7741743610501289
TRAIN_0332,1.23779296875,1.2094637155532837,0.010771581903100014,0,3,0.030559023407598338
TRAIN_0333,25.89990234375,23.211179733276367,0.4306330382823944,3,0,0.95
TRAIN_0334,4.28271484375,3.8236725330352783,0.055352967232465744,1,0,0.7722600165158511
TRAIN_0335,1.004638671875,0.9776729941368103,0.008513077162206173,0,3,0.028516536038368942
TRAIN_0336,1.6123046875,1.5793465375900269,0.012584265321493149,0,3,0.033416309043765066
TRAIN_0337,8.665771484375,8.292244911193848,0.10194626450538635,2,1,0.890344929099083
TRAIN_0338,7.81982421875,7.344865322113037,0.12576426565647125,2,1,0.8905215582251549
TRAIN_0339,4.802978515625,4.4160075187683105,0.1133163571357727,1,1,0.8229795310497284
TRAIN_0340,5.719482421875,5.437666416168213,0.07195534557104111,2,2,0.8118986491262913
TRAIN_0341,4.066650390625,3.8691365718841553,0.0498838908970356,1,1,0.7642184062451125
TRAIN_0342,1.841064453125,1.8080376386642456,0.01186082512140274,0,3,0.034734444806973144
TRAIN_0343,2.256103515625,2.205770492553711,0.017627116292715073,1,1,0.03877766665319602
TRAIN_0344,1.467529296875,1.4105653762817383,0.014484316110610962,0,3,0.03291861418883006
TRAIN_0345,1.310546875,1.28517746925354,0.011096558533608913,0,3,0.031107751678675414
TRAIN_0346,1.749267578125,1.716289758682251,0.012659385800361633,0,3,0.03432409594456355
TRAIN_0347,3.507568359375,3.34102201461792,0.03438953310251236,1,1,0.7424702561795712
TRAIN_0348,17.601318359375,14.760797500610352,0.23774723708629608,3,2,0.95
TRAIN_0349,1.0419921875,1.0178288221359253,0.008699244819581509,0,3,0.028802773009985686
TRAIN_0350,6.248291015625,5.28764009475708,0.14085853099822998,2,2,0.8704426465034485
TRAIN_0351,1.4111328125,1.3491847515106201,0.015019139274954796,0,3,0.032676829112072786
TRAIN_0352,1.296142578125,1.2688796520233154,0.01083445455878973,0,3,0.030952966154863436
TRAIN_0353,4.943359375,4.475924968719482,0.12932349741458893,1,1,0.8369219560027122
TRAIN_0354,1.029541015625,1.0064374208450317,0.00806398969143629,0,3,0.028573614196230966
TRAIN_0355,1.319091796875,1.2896757125854492,0.01132110320031643,0,3,0.031215687426428003
TRAIN_0356,2.73193359375,2.6726434230804443,0.020738888531923294,1,0,0.0425966423501571
TRAIN_0357,2.73193359375,2.6923255920410156,0.019259346649050713,1,0,0.04225141591082017
TRAIN_0358,1.3564453125,1.3188117742538452,0.011428067460656166,0,3,0.03148344360540311
TRAIN_0359,1.1513671875,1.1188924312591553,0.007991318590939045,0,3,0.029348527723302445
TRAIN_0360,1.971923828125,1.9395748376846313,0.012772065587341785,0,3,0.03579765351985892
TRAIN_0361,1.003662109375,0.980022132396698,0.00798723567277193,0,3,0.028387492034584287
TRAIN_0362,11.70556640625,10.669431686401367,0.2137243002653122,3,2,0.95
TRAIN_0363,2.896484375,2.8475656509399414,0.023929046466946602,1,0,0.04441059261312088
TRAIN_0364,2.615478515625,2.5414671897888184,0.02024897374212742,1,0,0.041725370891392236
TRAIN_0365,1.8095703125,1.7598146200180054,0.011771824210882187,0,3,0.03450896601378918
TRAIN_0366,1.338134765625,1.3075730800628662,0.011319469660520554,0,3,0.031339085564017294
TRAIN_0367,5.607666015625,5.208480358123779,0.10938969999551773,2,2,0.8359222773015499
TRAIN_0368,1.170654296875,1.1365121603012085,0.00795457512140274,0,3,0.029465320458014806
TRAIN_0369,2.857421875,2.809175968170166,0.023678375408053398,1,0,0.04409819644937913
TRAIN_0370,2.920166015625,2.585655689239502,0.04893100634217262,1,1,0.7411949417442083
TRAIN_0371,2.137451171875,2.0931317806243896,0.012722257524728775,1,1,0.03686195937295755
TRAIN_0372,12.806884765625,12.135096549987793,0.2047964185476303,3,0,0.95
TRAIN_0373,1.961181640625,1.9233496189117432,0.012993344105780125,0,3,0.035779460955411194
TRAIN_0374,1.295654296875,1.270277500152588,0.010669517330825329,0,3,0.030911306973546746
TRAIN_0375,1.437255859375,1.3742414712905884,0.014613326638936996,0,3,0.032751939301689466
TRAIN_0376,6.656005859375,6.067060470581055,0.1301049143075943,2,2,0.8708655542731285
TRAIN_0377,2.96923828125,2.909304618835449,0.024452438578009605,1,0,0.045005617829660574
TRAIN_0378,1.812744140625,1.7798651456832886,0.012064139358699322,0,3,0.03459780276442567
TRAIN_0379,5.171630859375,4.5462799072265625,0.09312209486961365,2,2,0.8160322681665421
TRAIN_0380,14.6142578125,12.62761116027832,0.18026886880397797,3,2,0.95
TRAIN_0381,1.79931640625,1.7664488554000854,0.012252756394445896,0,3,0.03455453313266238
TRAIN_0382,1.77587890625,1.7442761659622192,0.011967789381742477,0,3,0.034335697079698246
TRAIN_0383,15.493896484375,13.70612621307373,0.16405269503593445,3,2,0.95
TRAIN_0384,1.06103515625,1.0377527475357056,0.008691079914569855,0,3,0.028924647162357965
TRAIN_0385,2.43408203125,2.3824188709259033,0.017567509785294533,1,1,0.03992061881969373
TRAIN_0386,19.50439453125,16.551918029785156,0.2722216844558716,3,1,0.95
TRAIN_0387,2.771240234375,2.2406482696533203,0.045590609312057495,1,1,0.7359526110887528
TRAIN_0388,1.704345703125,1.6652456521987915,0.011719566769897938,0,3,0.03381281264995535
TRAIN_0389,3.554443359375,2.9590415954589844,0.06217584013938904,1,2,0.7628347336053849
TRAIN_0390,1.844970703125,1.787171483039856,0.016784463077783585,0,3,0.697726052865386
TRAIN_0391,1.75,1.7220438718795776,0.012731239199638367,0,3,0.03434562247991562
TRAIN_0392,1.021240234375,0.9980525970458984,0.008093384094536304,0,3,0.028526517812162637
TRAIN_0393,3.73828125,3.544849157333374,0.04068656638264656,1,1,0.7513770808428526
TRAIN_0394,2.0439453125,2.010962724685669,0.01303906925022602,1,1,0.03632809402296941
TRAIN_0395,16.867431640625,14.726252555847168,0.2468547523021698,3,0,0.95
TRAIN_0396,2.761962890625,2.687150478363037,0.020455554127693176,1,0,0.04272572141885758
TRAIN_0397,2.793212890625,2.753218650817871,0.02492520585656166,1,0,0.043971765155593555
TRAIN_0398,2.710693359375,2.671813726425171,0.020046476274728775,1,0,0.042297017966707554
TRAIN_0399,5.7158203125,5.401989459991455,0.07616942375898361,2,1,0.8147770927250385
TRAIN_0400,4.958251953125,4.61027717590332,0.1493258774280548,1,1,0.8512140272855758
TRAIN_0401,1.309326171875,1.2823972702026367,0.010792812332510948,0,3,0.03102894299477339
TRAIN_0402,1.41064453125,1.353674054145813,0.015145700424909592,0,3,0.03270318621893724
TRAIN_0403,5.2890625,4.660847187042236,0.062115415930747986,2,1,0.7966175099015236
TRAIN_0404,2.6923828125,2.6563146114349365,0.019160548225045204,1,0,0.04197128286709388
TRAIN_0405,20.241943359375,18.903926849365234,0.3327832818031311,3,0,0.95
TRAIN_0406,22.693359375,20.36728858947754,0.34368959069252014,3,0,0.95
TRAIN_0407,4.786376953125,4.511691093444824,0.11335065215826035,1,1,0.8226798070967197
TRAIN_0408,2.320556640625,2.2793972492218018,0.018096618354320526,1,1,0.03930616244673729
TRAIN_0409,1.761962890625,1.72514009475708,0.011944110505282879,0,3,0.03423971790696184
TRAIN_0410,4.8994140625,4.707584857940674,0.06876355409622192,1,0,0.7936730620861053
TRAIN_0411,5.458251953125,4.90681266784668,0.08296698331832886,2,2,0.8145128014087677
TRAIN_0412,4.583251953125,4.209336280822754,0.08258812129497528,1,2,0.7971850979924202
TRAIN_0413,3.618896484375,3.223884344100952,0.07664627581834793,1,1,0.774220874518156
TRAIN_0414,1.748779296875,1.7174983024597168,0.012670000083744526,0,3,0.03432339878256122
TRAIN_0415,4.667236328125,4.249960899353027,0.08287961781024933,1,1,0.799026840865612
TRAIN_0416,6.52294921875,5.739023685455322,0.08227130770683289,2,1,0.834787425160408
TRAIN_0417,14.890380859375,13.762999534606934,0.18342554569244385,3,0,0.95
TRAIN_0418,5.43505859375,5.081498146057129,0.1498933583498001,2,2,0.8609089934229851
TRAIN_0419,5.790283203125,5.5065789222717285,0.08063336461782455,2,2,0.8193538776934147
TRAIN_0420,1.306396484375,1.2809560298919678,0.010718508623540401,0,3,0.030992562493930263
TRAIN_0421,2.665771484375,2.5927774906158447,0.0203208290040493,1,0,0.04206904141604901
TRAIN_0422,23.78662109375,20.289749145507812,0.3497873842716217,3,0,0.95
TRAIN_0423,2.218994140625,2.169938087463379,0.0174164529889822,1,1,0.03848730094482501
TRAIN_0424,15.108154296875,12.58655834197998,0.2055198699235916,3,0,0.95
TRAIN_0425,1.341796875,1.3179078102111816,0.011108806356787682,0,3,0.0313137345040838
TRAIN_0426,2.33837890625,2.2870278358459473,0.01846976950764656,1,1,0.03950907577574253
TRAIN_0427,2.869873046875,2.8288042545318604,0.020702145993709564,1,0,0.043484675536553066
TRAIN_0428,1.756591796875,1.724813461303711,0.011421535164117813,0,3,0.034082871551314994
TRAIN_0429,12.5751953125,11.833062171936035,0.1949140429496765,3,1,0.95
TRAIN_0430,1.994140625,1.9582356214523315,0.013124804012477398,0,3,0.03602436833207806
TRAIN_0431,1.003662109375,0.9805561304092407,0.00801826361566782,0,3,0.02839473188792666
TRAIN_0432,1.339599609375,1.3118623495101929,0.01105736568570137,0,3,0.03128744945426782
TRAIN_0433,1.9853515625,1.9468590021133423,0.012783496640622616,0,3,0.035887601039061946
TRAIN_0434,2.687255859375,2.6432671546936035,0.019318953156471252,1,0,0.04197491882244746
TRAIN_0435,2.004638671875,1.9591583013534546,0.014512894675135612,1,2,0.03641649345805248
TRAIN_0436,2.32080078125,2.275653600692749,0.017740612849593163,1,1,0.03922468140969674
TRAIN_0437,1.634521484375,1.6004528999328613,0.011963707394897938,0,3,0.033415921373913686
TRAIN_0438,1.8056640625,1.7770122289657593,0.012527108192443848,0,3,0.03465980831782023
TRAIN_0439,4.3232421875,3.7838284969329834,0.06805726140737534,1,2,0.7819433056414127
TRAIN_0440,14.66015625,12.984467506408691,0.16525952517986298,3,0,0.95
TRAIN_0441,1.892578125,1.8605140447616577,0.01238748338073492,0,3,0.03519217060133815
TRAIN_0442,13.580810546875,12.769729614257812,0.226190984249115,3,1,0.95
TRAIN_0443,4.130859375,3.7099528312683105,0.08632126450538635,1,1,0.7909766429662705
TRAIN_0444,5.462890625,5.241081237792969,0.07178714126348495,2,1,0.8067773660719395
TRAIN_0445,5.07958984375,4.857458591461182,0.07304459065198898,2,1,0.8001832154095173
TRAIN_0446,11.010498046875,10.42798900604248,0.17525868117809296,3,1,0.95
TRAIN_0447,11.026611328125,10.056516647338867,0.2057182788848877,3,2,0.95
TRAIN_0448,2.703369140625,2.661166191101074,0.019459396600723267,1,0,0.0421124252875646
TRAIN_0449,14.140380859375,13.28872013092041,0.2060457020998001,3,0,0.95
TRAIN_0450,19.131103515625,18.25520896911621,0.33442774415016174,3,0,0.95
TRAIN_0451,25.62158203125,22.916101455688477,0.47896143794059753,3,0,0.95
TRAIN_0452,21.911865234375,18.2578067779541,0.33402276039123535,3,2,0.95
TRAIN_0453,2.46923828125,2.4101343154907227,0.017764292657375336,1,1,0.04019505044817925
TRAIN_0454,2.0302734375,1.9965665340423584,0.013033353723585606,1,1,0.03623789321258664
TRAIN_0455,1.756591796875,1.720099687576294,0.01211639679968357,0,3,0.034245005932947
TRAIN_0456,14.316162109375,13.551206588745117,0.2280910313129425,3,1,0.95
TRAIN_0457,17.95654296875,15.367935180664062,0.23050141334533691,3,2,0.95
TRAIN_0458,8.362548828125,7.693343639373779,0.132685124874115,2,2,0.9059492895603181
TRAIN_0459,1.343994140625,1.3132871389389038,0.011412553489208221,0,3,0.03139889106154442
TRAIN_0460,2.73486328125,2.6685492992401123,0.02042207680642605,1,0,0.04254176258295775
TRAIN_0461,1.0341796875,1.0083709955215454,0.008593096397817135,0,3,0.02872722379490733
TRAIN_0462,2.646484375,2.5873451232910156,0.02075766958296299,1,0,0.0420456046735247
TRAIN_0463,5.370361328125,5.0500407218933105,0.08156419545412064,2,2,0.811816982716322
TRAIN_0464,4.362060546875,3.7369120121002197,0.07871697843074799,1,1,0.7901620655655861
TRAIN_0465,2.002197265625,1.9582144021987915,0.014402664266526699,1,2,0.036374903888752065
TRAIN_0466,1.721923828125,1.6890219449996948,0.013131336309015751,0,3,0.03425648335491618
TRAIN_0467,1.78466796875,1.752111554145813,0.013300356455147266,0,3,0.03470375830307603
TRAIN_0468,1.66796875,1.6365374326705933,0.011908999644219875,0,3,0.033620563458651304
TRAIN_0469,2.880126953125,2.8290696144104004,0.024367520585656166,1,0,0.044406579998632276
TRAIN_0470,1.315673828125,1.290283203125,0.010999392718076706,0,3,0.031118404850363733
TRAIN_0471,2.304931640625,2.2614738941192627,0.018284417688846588,1,1,0.03924841979146004
TRAIN_0472,1.78125,1.7489867210388184,0.013170529156923294,0,3,0.03465124846994877
TRAIN_0473,5.935791015625,5.08655309677124,0.13541068136692047,2,2,0.8605354017615319
TRAIN_0474,1.61328125,1.5850058794021606,0.012894544750452042,0,3,0.03349505523343881
TRAIN_0475,2.568115234375,2.5321147441864014,0.018757184967398643,1,0,0.041069425515830524
TRAIN_0476,4.81982421875,4.291604995727539,0.1316971331834793,1,2,0.8361745654940606
TRAIN_0477,6.65673828125,6.244521141052246,0.15910457074642181,2,2,0.8911795960068702
TRAIN_0478,3.3056640625,2.9648289680480957,0.06255307048559189,1,1,0.7582475985586643
TRAIN_0479,15.262939453125,14.439348220825195,0.3013797700405121,3,0,0.95
TRAIN_0480,11.68115234375,11.142982482910156,0.15337829291820526,3,1,0.95
TRAIN_0481,5.740478515625,5.26841926574707,0.09223289787769318,2,1,0.8265023595690728
TRAIN_0482,2.155517578125,2.103856086730957,0.014620675705373287,1,1,0.03742235525573293
TRAIN_0483,1.95263671875,1.9223934412002563,0.012832488864660263,0,3,0.03568638607362906
TRAIN_0484,2.76904296875,2.7233307361602783,0.020622942596673965,1,0,0.04281079923609893
TRAIN_0485,3.7763671875,3.601386070251465,0.05075348913669586,1,0,0.7591666025519371
TRAIN_0486,2.690185546875,2.6087968349456787,0.020328177139163017,1,0,0.04222944738715888
TRAIN_0487,1.32568359375,1.2967557907104492,0.011287625879049301,0,3,0.031250722731153174
TRAIN_0488,1.425048828125,1.3656556606292725,0.014412461780011654,0,3,0.03262572513148189
TRAIN_0489,0.998779296875,0.9729069471359253,0.007967639714479446,0,3,0.02835118136306604
TRAIN_0490,1.9912109375,1.944709062576294,0.01441164594143629,0,3,0.03630558848008514
TRAIN_0491,4.738037109375,4.326597213745117,0.11974076926708221,1,1,0.8262102621197701
TRAIN_0492,4.6630859375,4.479320526123047,0.06816422939300537,1,0,0.7886451363563538
TRAIN_0493,20.968994140625,17.578662872314453,0.315058171749115,3,1,0.95
TRAIN_0494,1.81005859375,1.7752305269241333,0.01199146918952465,0,3,0.034563390336930754
TRAIN_0495,2.68603515625,2.6278111934661865,0.02136271260678768,1,0,0.0424438614572088
TRAIN_0496,2.37939453125,2.3394713401794434,0.018126828595995903,1,1,0.03969565779219071
TRAIN_0497,1.634765625,1.606541633605957,0.012652036733925343,0,3,0.033578118467082585
TRAIN_0498,2.319580078125,2.2718615531921387,0.018732689321041107,1,1,0.03944823134938876
TRAIN_0499,5.3369140625,4.943661689758301,0.10969670861959457,2,2,0.8308575202524662
TRAIN_0500,6.635986328125,5.559696197509766,0.167350634932518,2,2,0.8965471778512001
TRAIN_0501,3.661376953125,3.575312852859497,0.05122135579586029,1,0,0.7572517996430397
TRAIN_0502,1.315673828125,1.2913953065872192,0.010867931880056858,0,3,0.031087730654825767
TRAIN_0503,1.41015625,1.3436814546585083,0.014870531857013702,0,3,0.03263580639163653
TRAIN_0504,4.31298828125,3.906216621398926,0.07659075409173965,1,1,0.7877167993485927
TRAIN_0505,4.06591796875,3.7376084327697754,0.07519939541816711,1,0,0.781924977183342
TRAIN_0506,7.172119140625,5.544256210327148,0.18520964682102203,2,2,0.919503076016903
TRAIN_0507,5.1064453125,4.528993129730225,0.06462867558002472,2,1,0.7948157564997673
TRAIN_0508,1.399658203125,1.3401833772659302,0.014764383435249329,0,3,0.032542801121870676
TRAIN_0509,9.28369140625,8.207902908325195,0.1165628582239151,2,2,0.9126259831786157
TRAIN_0510,6.47412109375,5.635800361633301,0.15880979597568512,2,2,0.8874122185111046
TRAIN_0511,2.90087890625,2.8532862663269043,0.024080920964479446,1,0,0.04447459444900354
TRAIN_0512,9.4189453125,9.107259750366211,0.10868749022483826,2,0,0.9097506767511367
TRAIN_0513,1.217041015625,1.1807007789611816,0.011736713349819183,0,3,0.030649333049853643
TRAIN_0514,2.465087890625,2.4077670574188232,0.017788788303732872,1,1,0.040173788559933504
TRAIN_0515,1.635986328125,1.6024925708770752,0.012060873210430145,0,3,0.03344811488191287
TRAIN_0516,12.50146484375,11.794917106628418,0.18058322370052338,3,1,0.95
TRAIN_0517,1.132080078125,1.1005173921585083,0.00791456550359726,0,3,0.02920525245865186
TRAIN_0518,2.437744140625,2.3852269649505615,0.017676925286650658,1,1,0.03996995281428099
TRAIN_0519,4.103759765625,3.6773440837860107,0.07518061250448227,1,1,0.7826497441828251
TRAIN_0520,2.336669921875,2.2912344932556152,0.017696520313620567,1,1,0.03931754256536564
TRAIN_0521,1.886962890625,1.844707727432251,0.014153623953461647,0,3,0.03556777104487022
TRAIN_0522,9.66455078125,8.832822799682617,0.13254386186599731,2,1,0.9312394435405731
TRAIN_0523,5.3408203125,4.259301662445068,0.09312454611063004,2,2,0.819333178371191
TRAIN_0524,1.873046875,1.8349944353103638,0.012123745866119862,0,3,0.03500367872292797
TRAIN_0525,1.230712890625,1.2041047811508179,0.009960774332284927,0,3,0.030323814466595652
TRAIN_0526,2.1064453125,2.059727191925049,0.012714092619717121,1,1,0.036658516142517326
TRAIN_0527,4.274169921875,3.619107246398926,0.07011979818344116,1,1,0.7824301722049714
TRAIN_0528,2.892333984375,2.839601993560791,0.02455858699977398,1,0,0.04453050786505143
TRAIN_0529,16.259033203125,15.14496898651123,0.21885451674461365,3,0,0.95
TRAIN_0530,1.581787109375,1.5510752201080322,0.011821632273495197,0,3,0.033039997074753046
TRAIN_0531,7.797607421875,7.474045276641846,0.10687725245952606,2,1,0.8768674214482308
TRAIN_0532,1.786865234375,1.7518256902694702,0.011907367035746574,0,3,0.034393009665111704
TRAIN_0533,5.0361328125,4.843371868133545,0.07798782736063004,2,2,0.802796068996191
TRAIN_0534,1.23291015625,1.2057182788848877,0.01038863230496645,0,3,0.030437930220117173
TRAIN_0535,20.106689453125,17.032670974731445,0.2823849618434906,3,2,0.95
TRAIN_0536,1.29638671875,1.269871711730957,0.010369036346673965,0,3,0.030845955486098926
TRAIN_0537,2.4296875,2.387559652328491,0.01819705031812191,1,1,0.04003894715756178
TRAIN_0538,1.38330078125,1.3452091217041016,0.011313754133880138,0,3,0.03163133104269703
TRAIN_0539,4.088623046875,3.5647568702697754,0.06792335212230682,1,2,0.7772744958996773
TRAIN_0540,1.163330078125,1.1347966194152832,0.008082769811153412,0,3,0.029447625130414965
TRAIN_0541,1.779296875,1.744213342666626,0.01177835650742054,0,3,0.034313712872564794
TRAIN_0542,1.802490234375,1.7567951679229736,0.01189185306429863,0,3,0.034490952238440516
TRAIN_0543,1.849853515625,1.7997230291366577,0.012079653330147266,0,3,0.03484263362859687
TRAIN_0544,4.430908203125,4.290500164031982,0.056692883372306824,1,0,0.7760877283215523
TRAIN_0545,2.30419921875,2.244577407836914,0.018463237211108208,1,1,0.039285383604466914
TRAIN_0546,4.616943359375,4.332010746002197,0.11673351377248764,1,1,0.8217438551485539
TRAIN_0547,5.669677734375,5.285986423492432,0.09399332106113434,2,2,0.8263540405631066
TRAIN_0548,6.16650390625,5.5791850090026855,0.19401422142982483,2,2,0.9060567811727525
TRAIN_0549,8.496826171875,7.434327125549316,0.13005918264389038,2,0,0.9067295382022857
TRAIN_0550,1.384033203125,1.3544056415557861,0.011637097224593163,0,3,0.03171153850605091
TRAIN_0551,2.49072265625,2.430712938308716,0.01816275529563427,1,1,0.040427673501273
TRAIN_0552,1.3486328125,1.3157635927200317,0.011015722528100014,0,3,0.03133644853780667
TRAIN_0553,12.109375,11.50302505493164,0.1631210446357727,3,1,0.95
TRAIN_0554,1.58740234375,1.553139328956604,0.012592430226504803,0,3,0.03325634895389279
TRAIN_0555,15.496826171875,13.25076961517334,0.17892159521579742,3,2,0.95
TRAIN_0556,13.0771484375,11.840633392333984,0.17225059866905212,3,2,0.95
TRAIN_0557,2.39794921875,2.3542137145996094,0.018028846010565758,1,1,0.039793400657673686
TRAIN_0558,2.685546875,2.6208112239837646,0.02057640068233013,1,0,0.04225721484671037
TRAIN_0559,1.112548828125,1.0867295265197754,0.007874555885791779,0,3,0.029068963756163912
TRAIN_0560,2.01953125,1.9727779626846313,0.014388782903552055,1,2,0.03648433580249548
TRAIN_0561,2.242919921875,2.2027902603149414,0.017140468582510948,1,1,0.03857842216144006
TRAIN_0562,6.05224609375,5.083673477172852,0.17483489215373993,2,2,0.890403223335743
TRAIN_0563,10.768798828125,9.892105102539062,0.1277296394109726,3,2,0.9494023247361183
TRAIN_0564,6.80859375,6.1189470291137695,0.17363542318344116,2,2,0.9043123743534089
TRAIN_0565,2.109130859375,2.071026086807251,0.012768799439072609,1,1,0.03668873712172111
TRAIN_0566,1.078125,1.0525530576705933,0.008789879269897938,0,3,0.029058784329642852
TRAIN_0567,13.858154296875,13.128580093383789,0.17850762605667114,3,0,0.95
TRAIN_0568,2.284423828125,2.2328081130981445,0.017448298633098602,1,1,0.038920024563868845
TRAIN_0569,2.37548828125,2.328042507171631,0.01809498481452465,1,1,0.03966283695151409
TRAIN_0570,3.4384765625,3.0099663734436035,0.058561090379953384,1,1,0.7580430562347173
TRAIN_0571,1.240234375,1.2149368524551392,0.010137960314750671,0,3,0.030427047510941822
TRAIN_0572,1.894775390625,1.8607736825942993,0.012531191110610962,0,3,0.03523998463153839
TRAIN_0573,2.527587890625,2.3962395191192627,0.03247641772031784,1,1,0.72202145627141
TRAIN_0574,1.467529296875,1.411312460899353,0.014986478723585606,0,3,0.03303578546519081
TRAIN_0575,2.222900390625,2.1846683025360107,0.01712985336780548,1,1,0.03844581832488378
TRAIN_0576,11.041015625,10.051393508911133,0.1401432454586029,3,2,0.95
TRAIN_0577,1.362060546875,1.3331286907196045,0.011688538827002048,0,3,0.031580719280987976
TRAIN_0578,1.45849609375,1.3998386859893799,0.014666400849819183,0,3,0.03290238480766614
TRAIN_0579,1.83642578125,1.795396327972412,0.012092717923223972,0,3,0.0347584017602106
TRAIN_0580,16.243408203125,15.02860164642334,0.28276628255844116,3,0,0.95
TRAIN_0581,1.9296875,1.8853167295455933,0.014186285436153412,0,3,0.0358531020184358
TRAIN_0582,1.742431640625,1.7094694375991821,0.011940027587115765,0,3,0.03411181210105618
TRAIN_0583,6.57275390625,4.9066033363342285,0.14754259586334229,2,2,0.8814485182762146
TRAIN_0584,3.15673828125,3.03519868850708,0.04674190655350685,1,0,0.7442757310718298
TRAIN_0585,3.8818359375,3.559269905090332,0.05681944265961647,1,2,0.7654694106429816
TRAIN_0586,2.651611328125,2.589629888534546,0.019909299910068512,1,0,0.041880976945161824
TRAIN_0587,20.924072265625,17.300729751586914,0.338776558637619,3,0,0.95
TRAIN_0588,4.739501953125,4.233222961425781,0.05678596720099449,1,0,0.7821704651266337
TRAIN_0589,1.252685546875,1.2201707363128662,0.011450930498540401,0,3,0.03081433983768026
TRAIN_0590,1.825439453125,1.7799688577651978,0.011894302442669868,0,3,0.034640693681935474
TRAIN_0591,1.463134765625,1.4084481000900269,0.014490031637251377,0,3,0.03289138335858782
TRAIN_0592,4.78125,4.210206031799316,0.10764314979314804,1,2,0.8185845798552036
TRAIN_0593,3.859619140625,3.776944398880005,0.04947726055979729,1,0,0.7598966556340456
TRAIN_0594,15.44970703125,14.611305236816406,0.24476118385791779,3,1,0.95
TRAIN_0595,3.567138671875,3.188164710998535,0.04970180615782738,1,2,0.7543504684120417
TRAIN_0596,1.276611328125,1.2401355504989624,0.01171140093356371,0,3,0.031030633850644033
TRAIN_0597,1.825439453125,1.7707560062408447,0.011640363372862339,0,3,0.034581441232313714
TRAIN_0598,2.98876953125,2.714155435562134,0.030942169949412346,1,0,0.7299405248239637
TRAIN_0599,4.244873046875,4.005450248718262,0.0704709067940712,1,0,0.7821046591699123
TRAIN_0600,12.316162109375,10.502248764038086,0.2208484709262848,3,2,0.95
TRAIN_0601,1.21728515625,1.183129906654358,0.011391323991119862,0,3,0.03057032911355297
TRAIN_0602,2.195556640625,2.1512651443481445,0.012823507189750671,1,1,0.03726326984167099
TRAIN_0603,2.672607421875,2.611715078353882,0.020342057570815086,1,0,0.04211842834204436
TRAIN_0604,1.80615234375,1.7655359506607056,0.011850209906697273,0,3,0.034505039212604366
TRAIN_0605,11.214111328125,10.20596694946289,0.17108868062496185,3,1,0.95
TRAIN_0606,20.313232421875,17.593414306640625,0.27641862630844116,3,2,0.95
TRAIN_0607,2.013671875,1.9794905185699463,0.012938636355102062,1,1,0.03610788233702382
TRAIN_0608,1.119140625,1.0950841903686523,0.007908849976956844,0,3,0.0291198123904566
TRAIN_0609,4.163330078125,3.9420905113220215,0.06219543516635895,1,0,0.7747217411398888
TRAIN_0610,9.663330078125,8.514424324035645,0.15184321999549866,2,1,0.9447251905202866
